Col1: Sensor [V]	Col2: Absolute time (Y:M:D - H:M:S)	Col3: Absolute time (epoch) [sec]
at100->0.02837 at101->0.999192 at102->2.022778 at103->2.998803 at104->4.007303 at105->4.983961 at106->6.010985 at107->7.030774 at108->8.003909 at109->8.952806 at110->10.048664 at111->11.018067 at112->11.9552 at113->12.977872	2020 Jul 09 - 14:52:23	001594299143.923
at100->-0.015818 at101->1.000536 at102->2.021755 at103->3.040235 at104->4.044809 at105->5.030515 at106->6.049219 at107->6.950836 at108->7.969439 at109->8.99705 at110->9.961775 at111->10.95675 at112->11.97947 at113->12.973533	2020 Jul 09 - 14:52:24	001594299144.951
at100->0.030659 at101->1.020128 at102->2.022047 at103->3.01949 at104->3.974239 at105->5.032286 at106->6.032155 at107->7.030087 at108->8.046619 at109->9.015737 at110->9.960703 at111->10.966617 at112->11.960369 at113->13.013423	2020 Jul 09 - 14:52:25	001594299145.978
at100->0.031548 at101->1.029172 at102->2.002829 at103->3.013491 at104->4.006882 at105->4.977501 at106->6.024349 at107->7.04355 at108->7.973709 at109->9.032516 at110->10.048236 at111->10.986138 at112->11.983525 at113->12.994028	2020 Jul 09 - 14:52:26	001594299146.999
at100->-0.021448 at101->1.042528 at102->2.033865 at103->3.039265 at104->3.975217 at105->4.980793 at106->6.029553 at107->6.95177 at108->7.959534 at109->8.989723 at110->9.987996 at111->11.036103 at112->11.958422 at113->12.951993	2020 Jul 09 - 14:52:28	001594299148.021
at100->-0.022292 at101->0.969284 at102->1.96783 at103->3.015058 at104->3.986125 at105->5.036901 at106->6.020121 at107->7.025991 at108->7.9603 at109->8.99869 at110->10.016411 at111->10.951573 at112->12.026753 at113->12.963337	2020 Jul 09 - 14:52:29	001594299149.037
at100->0.023307 at101->1.009543 at102->2.013764 at103->2.983932 at104->3.989031 at105->4.982666 at106->6.044374 at107->6.980514 at108->8.024785 at109->9.036873 at110->9.998333 at111->11.019931 at112->11.969322 at113->12.969134	2020 Jul 09 - 14:52:30	001594299150.059
at100->0.026286 at101->0.981286 at102->1.979421 at103->3.025095 at104->4.030059 at105->5.008427 at106->5.951221 at107->7.010021 at108->7.989502 at109->8.950587 at110->9.981525 at111->11.003527 at112->11.963229 at113->12.960696	2020 Jul 09 - 14:52:31	001594299151.079
at100->-0.01437 at101->1.022844 at102->1.991175 at103->2.956112 at104->4.01638 at105->4.993071 at106->6.049413 at107->7.020813 at108->7.981428 at109->9.042951 at110->9.986372 at111->10.987686 at112->11.993519 at113->13.014086	2020 Jul 09 - 14:52:32	001594299152.095
at100->0.045379 at101->0.970054 at102->1.975399 at103->2.97884 at104->4.040659 at105->4.986122 at106->6.021204 at107->7.001203 at108->8.00475 at109->8.973568 at110->9.972922 at111->10.979819 at112->12.044052 at113->12.99418	2020 Jul 09 - 14:52:33	001594299153.122
at100->0.011809 at101->1.026481 at102->1.959259 at103->3.011805 at104->3.977213 at105->5.020821 at106->6.030772 at107->6.977885 at108->7.99976 at109->8.983517 at110->10.019027 at111->10.981955 at112->11.954316 at113->13.037273	2020 Jul 09 - 14:52:34	001594299154.144
at100->-0.025185 at101->1.022653 at102->2.039454 at103->3.039511 at104->3.972666 at105->5.044805 at106->5.974859 at107->6.954266 at108->7.95639 at109->9.00788 at110->9.980457 at111->10.951863 at112->11.987676 at113->12.950227	2020 Jul 09 - 14:52:35	001594299155.166
at100->0.042251 at101->1.019525 at102->1.990534 at103->3.040575 at104->3.987373 at105->5.028732 at106->5.998722 at107->7.03951 at108->7.987407 at109->9.037565 at110->9.975638 at111->10.953756 at112->11.986941 at113->13.022514	2020 Jul 09 - 14:52:36	001594299156.192
at100->-0.029855 at101->1.046847 at102->1.99318 at103->2.997052 at104->4.034328 at105->5.02588 at106->5.9667 at107->6.964007 at108->8.024457 at109->9.007278 at110->9.974832 at111->11.026142 at112->11.982247 at113->12.991939	2020 Jul 09 - 14:52:37	001594299157.219
at100->0.042501 at101->0.967866 at102->1.983953 at103->3.046189 at104->4.026795 at105->5.004064 at106->6.040145 at107->6.987189 at108->8.013202 at109->9.027629 at110->9.987915 at111->10.958761 at112->11.999283 at113->13.000136	2020 Jul 09 - 14:52:38	001594299158.241
at100->-0.014377 at101->1.034205 at102->2.047194 at103->2.997135 at104->4.028643 at105->5.029608 at106->5.999353 at107->6.957432 at108->8.002842 at109->8.989746 at110->9.990652 at111->11.008925 at112->11.952603 at113->13.031132	2020 Jul 09 - 14:52:39	001594299159.263
at100->0.0426 at101->0.961055 at102->1.977745 at103->2.994117 at104->4.02135 at105->5.024439 at106->5.958265 at107->6.953965 at108->8.015795 at109->9.035685 at110->9.986652 at111->10.979452 at112->11.962221 at113->13.021498	2020 Jul 09 - 14:52:40	001594299160.278
at100->-0.008455 at101->1.02613 at102->2.041296 at103->2.993843 at104->3.953637 at105->5.00754 at106->6.021002 at107->7.032772 at108->7.961356 at109->8.985518 at110->10.038688 at111->11.047671 at112->11.955109 at113->13.030155	2020 Jul 09 - 14:52:41	001594299161.293
at100->0.045285 at101->0.98649 at102->2.040585 at103->2.970152 at104->4.000056 at105->5.02956 at106->6.011323 at107->7.01778 at108->7.963086 at109->9.007737 at110->10.015717 at111->10.952834 at112->11.996184 at113->13.024871	2020 Jul 09 - 14:52:42	001594299162.328
at100->-0.006531 at101->1.013927 at102->2.041734 at103->3.00538 at104->3.956407 at105->4.984858 at106->5.962968 at107->6.998863 at108->7.975021 at109->9.008899 at110->10.001501 at111->10.993371 at112->12.006677 at113->13.042116	2020 Jul 09 - 14:52:43	001594299163.363
at100->0.033222 at101->1.011698 at102->2.00332 at103->3.034539 at104->3.975086 at105->4.959156 at106->6.015752 at107->6.964451 at108->8.014586 at109->8.951053 at110->10.028727 at111->10.98063 at112->11.971456 at113->13.006206	2020 Jul 09 - 14:52:44	001594299164.397
at100->0.048078 at101->0.962572 at102->2.017679 at103->2.986707 at104->3.972253 at105->5.010612 at106->5.969522 at107->6.977116 at108->8.012462 at109->8.961291 at110->10.018803 at111->10.956812 at112->11.985998 at113->12.971581	2020 Jul 09 - 14:52:45	001594299165.420
at100->0.006752 at101->1.023562 at102->2.027884 at103->2.995968 at104->3.952669 at105->4.952427 at106->6.022239 at107->6.976601 at108->8.025945 at109->9.034651 at110->9.998877 at111->10.958668 at112->11.975323 at113->13.006738	2020 Jul 09 - 14:52:46	001594299166.449
at100->-0.044992 at101->0.991376 at102->2.015688 at103->3.01819 at104->3.985078 at105->5.036651 at106->5.959253 at107->7.012813 at108->8.049378 at109->8.960806 at110->10.000767 at111->10.955543 at112->11.974159 at113->13.038257	2020 Jul 09 - 14:52:47	001594299167.487
at100->-0.013267 at101->1.015116 at102->1.991665 at103->3.044356 at104->3.985195 at105->4.988971 at106->5.971863 at107->7.016181 at108->7.988375 at109->9.045691 at110->10.028918 at111->10.969032 at112->11.97118 at113->13.032585	2020 Jul 09 - 14:52:48	001594299168.511
at100->0.02988 at101->1.001518 at102->1.990245 at103->2.986329 at104->3.97723 at105->5.006617 at106->5.951687 at107->6.970862 at108->8.046131 at109->8.960978 at110->10.025637 at111->11.039633 at112->11.996786 at113->13.027182	2020 Jul 09 - 14:52:49	001594299169.541
at100->0.032427 at101->1.016291 at102->1.963116 at103->3.030547 at104->3.994255 at105->4.953114 at106->5.966429 at107->7.021024 at108->7.964026 at109->9.024829 at110->10.006386 at111->10.968414 at112->12.002988 at113->12.988798	2020 Jul 09 - 14:52:50	001594299170.568
at100->0.048335 at101->1.010249 at102->1.966131 at103->3.034525 at104->4.04331 at105->4.986173 at106->6.021135 at107->6.972993 at108->7.99735 at109->9.01802 at110->10.017998 at111->10.974169 at112->11.953891 at113->13.001929	2020 Jul 09 - 14:52:51	001594299171.581
at100->-0.043705 at101->0.986518 at102->1.953349 at103->2.967775 at104->3.97633 at105->4.958672 at106->5.958404 at107->7.015865 at108->8.00206 at109->8.968079 at110->9.974101 at111->10.953473 at112->11.956843 at113->13.042688	2020 Jul 09 - 14:52:52	001594299172.618
at100->-0.039474 at101->0.978024 at102->2.036587 at103->2.983035 at104->4.034998 at105->5.019302 at106->5.967307 at107->6.985381 at108->8.028696 at109->8.984931 at110->10.0147 at111->11.049421 at112->12.009442 at113->12.958413	2020 Jul 09 - 14:52:53	001594299173.641
at100->0.021277 at101->0.987721 at102->2.003061 at103->2.952895 at104->4.034147 at105->4.95311 at106->6.013468 at107->6.955745 at108->8.002325 at109->9.038662 at110->9.957065 at111->10.977291 at112->12.024675 at113->13.035299	2020 Jul 09 - 14:52:54	001594299174.658
at100->-0.034057 at101->0.989693 at102->1.994438 at103->2.965532 at104->4.049108 at105->4.984602 at106->5.995478 at107->7.035352 at108->8.028709 at109->8.995637 at110->10.025776 at111->10.995024 at112->11.995967 at113->12.982523	2020 Jul 09 - 14:52:55	001594299175.686
at100->-0.02063 at101->0.98701 at102->2.00043 at103->2.986736 at104->4.036018 at105->4.969851 at106->6.01082 at107->6.973986 at108->8.022669 at109->9.031223 at110->10.043245 at111->11.02503 at112->12.042416 at113->12.994502	2020 Jul 09 - 14:52:56	001594299176.708
at100->0.027571 at101->1.02175 at102->2.018228 at103->3.037993 at104->3.953913 at105->4.982069 at106->6.048635 at107->7.034951 at108->8.008062 at109->9.029333 at110->10.044021 at111->11.006155 at112->12.040101 at113->12.981084	2020 Jul 09 - 14:52:57	001594299177.730
at100->-0.005988 at101->1.040625 at102->1.986044 at103->3.012365 at104->3.9946 at105->4.987895 at106->6.038907 at107->7.012096 at108->7.967209 at109->8.9883 at110->10.004689 at111->11.026848 at112->11.997508 at113->12.990117	2020 Jul 09 - 14:52:58	001594299178.768
at100->-0.037125 at101->1.037427 at102->2.041029 at103->2.967396 at104->3.998902 at105->5.034408 at106->6.002633 at107->7.035624 at108->8.032489 at109->8.970707 at110->10.029479 at111->10.994933 at112->12.049245 at113->12.961001	2020 Jul 09 - 14:52:59	001594299179.808
at100->-0.044016 at101->0.991425 at102->2.038077 at103->3.018551 at104->4.047512 at105->5.044457 at106->6.037077 at107->6.99379 at108->7.965241 at109->8.963118 at110->10.007279 at111->11.047973 at112->11.95411 at113->12.959747	2020 Jul 09 - 14:53:00	001594299180.840
at100->-0.010603 at101->0.988622 at102->2.015265 at103->3.045306 at104->3.971537 at105->5.006343 at106->6.01424 at107->7.035167 at108->8.04905 at109->8.986494 at110->9.998232 at111->11.041595 at112->11.989384 at113->12.99036	2020 Jul 09 - 14:53:01	001594299181.865
at100->-0.00429 at101->1.049725 at102->1.955445 at103->3.04625 at104->4.031102 at105->4.991104 at106->6.031187 at107->6.983462 at108->8.028617 at109->9.004903 at110->10.007416 at111->11.000615 at112->11.973189 at113->12.959851	2020 Jul 09 - 14:53:02	001594299182.887
at100->0.005357 at101->0.956636 at102->1.982339 at103->3.015274 at104->3.956185 at105->5.006877 at106->6.046854 at107->6.975192 at108->7.993708 at109->9.021914 at110->10.041044 at111->10.967754 at112->11.9602 at113->12.975194	2020 Jul 09 - 14:53:03	001594299183.908
at100->0.014325 at101->1.037806 at102->2.001796 at103->2.999979 at104->3.988157 at105->4.971924 at106->6.014565 at107->7.020542 at108->8.009741 at109->8.96077 at110->10.02029 at111->11.032413 at112->11.955897 at113->13.045832	2020 Jul 09 - 14:53:04	001594299184.931
at100->-0.037468 at101->1.038654 at102->1.996546 at103->2.979132 at104->3.971495 at105->5.007433 at106->5.970029 at107->6.971134 at108->7.965538 at109->9.039248 at110->9.99169 at111->10.981236 at112->12.002783 at113->13.039417	2020 Jul 09 - 14:53:05	001594299185.946
at100->0.008887 at101->0.952139 at102->1.958724 at103->2.978437 at104->4.045132 at105->4.963916 at106->6.014014 at107->6.982337 at108->7.991178 at109->9.032657 at110->10.005722 at111->11.016328 at112->12.034199 at113->12.981287	2020 Jul 09 - 14:53:06	001594299186.967
at100->0.012004 at101->1.032845 at102->1.973983 at103->3.04662 at104->3.968294 at105->4.967467 at106->5.954257 at107->6.996092 at108->7.969392 at109->9.022895 at110->10.038989 at111->11.027299 at112->12.028356 at113->13.047218	2020 Jul 09 - 14:53:07	001594299187.988
at100->0.044874 at101->0.973579 at102->2.032433 at103->2.988028 at104->3.978691 at105->4.959067 at106->6.016342 at107->7.024244 at108->7.959281 at109->9.032269 at110->10.038454 at111->10.960927 at112->12.044772 at113->13.03055	2020 Jul 09 - 14:53:09	001594299189.016
at100->0.013565 at101->0.951861 at102->1.955229 at103->3.048101 at104->4.002835 at105->5.031064 at106->5.973163 at107->7.025639 at108->8.010674 at109->8.969009 at110->9.965121 at111->11.000195 at112->12.033147 at113->13.01149	2020 Jul 09 - 14:53:10	001594299190.040
at100->-0.019468 at101->0.9567 at102->2.009166 at103->2.970309 at104->3.999087 at105->4.999771 at106->5.957788 at107->6.952742 at108->8.021688 at109->9.030253 at110->9.974041 at111->10.9696 at112->11.982409 at113->12.987167	2020 Jul 09 - 14:53:11	001594299191.062
at100->0.010961 at101->0.992028 at102->2.047037 at103->2.980064 at104->4.006406 at105->4.960435 at106->6.020938 at107->7.021261 at108->7.977754 at109->9.048074 at110->10.02672 at111->11.044796 at112->12.027339 at113->13.019886	2020 Jul 09 - 14:53:12	001594299192.090
